[16:44:36.5227][1][Info]: enter Launch procedure 
[16:44:36.7836][1][Info]: ===>加载配置 
[16:44:39.1081][1][Info]: ===>开始解析BuffConfig 
[16:44:39.1081][1][Info]: <===解析BuffConfig完毕 
[16:44:39.1211][1][Info]: ===>开始解析SkillConfig 
[16:44:39.1461][1][Info]: <===解析SkillConfig完毕 
[16:44:39.1601][1][Info]: <===配置加载完毕 
[16:44:39.2377][2][Info]: enter Init Procedure 
[16:44:39.2557][2][Warn]: Not found awake system:<PlayerComponent> 
[16:44:43.9768][476][Info]: 登录 
[16:44:43.9858][476][Info]: 1001 
[16:44:43.9948][476][Info]: 大厅阶段 
[16:44:44.0657][477][Info]: Scene Add Entity, Current Count:1 
[16:44:47.8349][782][Info]: Scene Remove Entity, Current Count:0 
[16:44:47.8349][782][Info]: Scene Add Entity, Current Count:1 
[16:44:50.0418][994][Info]: 2=====transform.position======== 
[16:44:50.0418][995][Info]: 4=====transform.position======== 
[16:44:50.0668][997][Info]: 5=====transform.position======== 
[16:44:50.0867][999][Info]: 5=====transform.position======== 
[16:44:50.1037][1001][Info]: 5=====transform.position======== 
[16:44:50.1277][1004][Info]: 5=====transform.position======== 
[16:44:50.1437][1006][Info]: 5=====transform.position======== 
[16:44:50.1677][1008][Info]: 5=====transform.position======== 
[16:44:50.1917][1010][Info]: 5=====transform.position======== 
[16:44:50.2067][1012][Info]: 5=====transform.position======== 
[16:44:50.2237][1014][Info]: 5=====transform.position======== 
[16:44:50.2467][1017][Info]: 5=====transform.position======== 
[16:44:50.2677][1019][Info]: 5=====transform.position======== 
[16:44:50.2857][1021][Info]: 5=====transform.position======== 
[16:44:50.3017][1023][Info]: 5=====transform.position======== 
[16:44:50.3227][1025][Info]: 5=====transform.position======== 
[16:44:50.3447][1027][Info]: 5=====transform.position======== 
[16:44:50.3677][1030][Info]: 5=====transform.position======== 
[16:44:50.3847][1032][Info]: 5=====transform.position======== 
[16:44:50.4036][1034][Info]: 5=====transform.position======== 
[16:44:50.4236][1036][Info]: 5=====transform.position======== 
[16:44:50.4476][1039][Info]: 5=====transform.position======== 
[16:44:50.4636][1041][Info]: 5=====transform.position======== 
[16:44:50.4866][1043][Info]: 5=====transform.position======== 
[16:44:50.5076][1045][Info]: 5=====transform.position======== 
[16:44:50.5236][1047][Info]: 5=====transform.position======== 
[16:44:50.5466][1050][Info]: 5=====transform.position======== 
[16:44:50.5656][1052][Info]: 5=====transform.position======== 
[16:44:50.5836][1054][Info]: 5=====transform.position======== 
[16:44:50.6031][1056][Info]: 5=====transform.position======== 
[16:44:50.6311][1059][Info]: 5=====transform.position======== 
[16:44:50.6441][1060][Info]: 5=====transform.position======== 
[16:44:50.6621][1062][Info]: 5=====transform.position======== 
[16:44:50.6841][1064][Info]: 5=====transform.position======== 
[16:44:50.7056][1067][Info]: 5=====transform.position======== 
[16:44:50.7236][1069][Info]: 5=====transform.position======== 
[16:44:50.7496][1072][Info]: 5=====transform.position======== 
[16:44:50.7606][1073][Info]: 5=====transform.position======== 
[16:44:50.7895][1076][Info]: 5=====transform.position======== 
[16:44:50.8025][1077][Info]: 5=====transform.position======== 
[16:44:50.8265][1079][Info]: 5=====transform.position======== 
[16:44:50.8466][1081][Info]: 5=====transform.position======== 
[16:44:50.8626][1083][Info]: 5=====transform.position======== 
[16:44:50.8866][1086][Info]: 5=====transform.position======== 
[16:44:50.9056][1088][Info]: 5=====transform.position======== 
[16:44:50.9256][1090][Info]: 5=====transform.position======== 
[16:44:50.9476][1092][Info]: 5=====transform.position======== 
[16:44:50.9696][1094][Info]: 5=====transform.position======== 
[16:44:50.9856][1096][Info]: 5=====transform.position======== 
[16:44:51.0046][1098][Info]: 5=====transform.position======== 
[16:44:51.0256][1100][Info]: 5=====transform.position======== 
[16:44:51.0433][1102][Info]: 5=====transform.position======== 
[16:44:51.0673][1105][Info]: 5=====transform.position======== 
[16:44:51.0883][1107][Info]: 5=====transform.position======== 
[16:44:51.0883][1108][Info]: 5=====transform.position======== 
[16:44:51.1212][1110][Info]: 5=====transform.position======== 
[16:44:51.1472][1113][Info]: 5=====transform.position======== 
[16:44:51.1652][1115][Info]: 5=====transform.position======== 
[16:44:51.1842][1117][Info]: 5=====transform.position======== 
[16:44:51.2082][1120][Info]: 5=====transform.position======== 
[16:44:51.2212][1121][Info]: 5=====transform.position======== 
[16:44:51.2524][1124][Info]: 5=====transform.position======== 
[16:44:51.2654][1125][Info]: 5=====transform.position======== 
[16:44:51.2854][1127][Info]: 3=====transform.position======== 
[16:44:51.3014][1129][Info]: 1=====transform.position======== 
[16:44:51.3254][1132][Info]: 0=====transform.position======== 
[16:44:52.3476][1263][Info]: 2=====transform.position======== 
[16:44:52.3636][1265][Info]: 4=====transform.position======== 
[16:44:52.3866][1268][Info]: 5=====transform.position======== 
[16:44:52.4068][1270][Info]: 5=====transform.position======== 
[16:44:52.4228][1272][Info]: 5=====transform.position======== 
[16:44:52.4478][1275][Info]: 5=====transform.position======== 
[16:44:52.4658][1277][Info]: 5=====transform.position======== 
[16:44:52.4908][1279][Info]: 5=====transform.position======== 
[16:44:52.5058][1280][Info]: 5=====transform.position======== 
[16:44:52.5228][1282][Info]: 5=====transform.position======== 
[16:44:52.5457][1285][Info]: 5=====transform.position======== 
[16:44:52.5607][1287][Info]: 5=====transform.position======== 
[16:44:52.5877][1290][Info]: 5=====transform.position======== 
[16:44:52.6037][1292][Info]: 5=====transform.position======== 
[16:44:52.6287][1295][Info]: 5=====transform.position======== 
[16:44:52.6451][1296][Info]: 5=====transform.position======== 
[16:44:52.6631][1297][Info]: 5=====transform.position======== 
[16:44:52.6861][1300][Info]: 5=====transform.position======== 
[16:44:52.7025][1302][Info]: 5=====transform.position======== 
[16:44:52.7255][1305][Info]: 5=====transform.position======== 
[16:44:52.7435][1307][Info]: 5=====transform.position======== 
[16:44:52.7625][1309][Info]: 5=====transform.position======== 
[16:44:52.7855][1312][Info]: 5=====transform.position======== 
