[14:59:31.1229][1][Info]: enter Launch procedure 
[14:59:31.2089][1][Info]: ===>加载配置 
[14:59:32.9119][1][Info]: ===>开始解析BuffConfig 
[14:59:32.9219][1][Info]: <===解析BuffConfig完毕 
[14:59:32.9219][1][Info]: ===>开始解析SkillConfig 
[14:59:32.9654][1][Info]: <===解析SkillConfig完毕 
[14:59:32.9804][1][Info]: <===配置加载完毕 
[14:59:33.0994][2][Info]: enter Init Procedure 
[14:59:33.1184][2][Warn]: Not found awake system:<PlayerComponent> 
[14:59:37.0593][355][Info]: 登录 
[14:59:37.0593][355][Info]: 1001 
[14:59:37.0753][355][Info]: 大厅阶段 
[14:59:37.1406][356][Info]: Scene Add Entity, Current Count:1 
[14:59:41.0666][712][Info]: Scene Remove Entity, Current Count:0 
[14:59:41.0666][712][Info]: Scene Add Entity, Current Count:1 
[14:59:42.3746][839][Info]: 2=====transform.position======== 
[14:59:42.3896][841][Info]: 4=====transform.position======== 
[14:59:42.4056][843][Info]: 5=====transform.position======== 
[14:59:42.4266][845][Info]: 5=====transform.position======== 
[14:59:42.4556][847][Info]: 5=====transform.position======== 
[14:59:42.4656][848][Info]: 5=====transform.position======== 
[14:59:42.4885][851][Info]: 5=====transform.position======== 
[14:59:42.5055][853][Info]: 5=====transform.position======== 
[14:59:42.5285][856][Info]: 5=====transform.position======== 
[14:59:42.5465][858][Info]: 5=====transform.position======== 
[14:59:42.5715][861][Info]: 3=====transform.position======== 
[14:59:42.5845][862][Info]: 1=====transform.position======== 
[14:59:42.6055][864][Info]: 0=====transform.position======== 
[14:59:44.2250][1070][Info]: 2=====transform.position======== 
[14:59:44.2480][1073][Info]: 4=====transform.position======== 
[14:59:44.2750][1076][Info]: 5=====transform.position======== 
[14:59:44.2920][1077][Info]: 5=====transform.position======== 
[14:59:44.3080][1079][Info]: 5=====transform.position======== 
[14:59:44.3260][1081][Info]: 5=====transform.position======== 
[14:59:44.3510][1084][Info]: 5=====transform.position======== 
[14:59:44.3669][1086][Info]: 5=====transform.position======== 
[14:59:44.3909][1089][Info]: 5=====transform.position======== 
[14:59:44.4059][1091][Info]: 5=====transform.position======== 
[14:59:44.4269][1093][Info]: 5=====transform.position======== 
[14:59:44.4459][1095][Info]: 5=====transform.position======== 
[14:59:44.4695][1098][Info]: 5=====transform.position======== 
[14:59:44.4905][1100][Info]: 5=====transform.position======== 
[14:59:44.5065][1102][Info]: 5=====transform.position======== 
[14:59:44.5295][1105][Info]: 5=====transform.position======== 
[14:59:44.5455][1107][Info]: 5=====transform.position======== 
[14:59:44.5695][1110][Info]: 5=====transform.position======== 
[14:59:44.5934][1112][Info]: 5=====transform.position======== 
[14:59:44.6094][1114][Info]: 5=====transform.position======== 
[14:59:44.6254][1116][Info]: 5=====transform.position======== 
[14:59:44.6484][1119][Info]: 5=====transform.position======== 
[14:59:44.6704][1122][Info]: 5=====transform.position======== 
[14:59:44.6914][1124][Info]: 5=====transform.position======== 
[14:59:44.7104][1126][Info]: 5=====transform.position======== 
[14:59:44.7344][1128][Info]: 5=====transform.position======== 
[14:59:44.7634][1129][Info]: 5=====transform.position======== 
[14:59:44.7754][1130][Info]: 5=====transform.position======== 
[14:59:44.7754][1131][Info]: 5=====transform.position======== 
[14:59:44.8104][1133][Info]: 5=====transform.position======== 
[14:59:44.8344][1135][Info]: 5=====transform.position======== 
[14:59:44.8534][1137][Info]: 5=====transform.position======== 
[14:59:44.8534][1138][Info]: 5=====transform.position======== 
[14:59:44.8904][1140][Info]: 5=====transform.position======== 
[14:59:44.9143][1141][Info]: 5=====transform.position======== 
[14:59:44.9293][1142][Info]: 5=====transform.position======== 
[14:59:44.9483][1144][Info]: 5=====transform.position======== 
[14:59:44.9693][1146][Info]: 5=====transform.position======== 
[14:59:44.9953][1148][Info]: 5=====transform.position======== 
[14:59:44.9953][1149][Info]: 5=====transform.position======== 
