[16:19:47.7987][1][Info]: enter Launch procedure 
[16:19:47.9109][1][Info]: ===>加载配置 
[16:19:50.0441][1][Info]: ===>开始解析BuffConfig 
[16:19:50.0641][1][Info]: <===解析BuffConfig完毕 
[16:19:50.0641][1][Info]: ===>开始解析SkillConfig 
[16:19:50.1011][1][Info]: <===解析SkillConfig完毕 
[16:19:50.1281][1][Info]: <===配置加载完毕 
[16:19:50.2428][2][Info]: enter Init Procedure 
[16:19:50.2608][2][Warn]: Not found awake system:<PlayerComponent> 
[16:20:22.5937][5188][Info]: 登录 
[16:20:22.5937][5188][Info]: 1001 
[16:20:22.6117][5188][Info]: 大厅阶段 
[16:20:22.6766][5189][Info]: Scene Add Entity, Current Count:1 
[16:20:25.1448][5352][Info]: Scene Remove Entity, Current Count:0 
[16:20:25.1448][5352][Info]: Scene Add Entity, Current Count:1 
[16:30:33.4190][85102][Info]: 2=====transform.position======== 
[16:30:33.4530][85103][Info]: 4=====transform.position======== 
[16:30:33.4670][85104][Info]: 5=====transform.position======== 
[16:30:33.4670][85105][Info]: 5=====transform.position======== 
[16:30:33.4960][85107][Info]: 5=====transform.position======== 
[16:30:33.5143][85109][Info]: 5=====transform.position======== 
[16:30:33.5433][85112][Info]: 5=====transform.position======== 
[16:30:33.5623][85114][Info]: 5=====transform.position======== 
[16:30:33.6063][85116][Info]: 5=====transform.position======== 
[16:30:33.6063][85116][Info]: 5=====transform.position======== 
[16:30:33.6223][85117][Info]: 5=====transform.position======== 
[16:30:33.6413][85119][Info]: 5=====transform.position======== 
[16:30:33.6602][85121][Info]: 5=====transform.position======== 
[16:30:33.6822][85123][Info]: 5=====transform.position======== 
[16:30:33.7012][85125][Info]: 5=====transform.position======== 
[16:30:33.7202][85127][Info]: 5=====transform.position======== 
[16:30:33.7642][85129][Info]: 5=====transform.position======== 
[16:30:33.7642][85129][Info]: 5=====transform.position======== 
[16:30:33.7802][85130][Info]: 5=====transform.position======== 
[16:30:33.7952][85131][Info]: 5=====transform.position======== 
[16:30:33.8212][85134][Info]: 5=====transform.position======== 
[16:30:33.8402][85136][Info]: 5=====transform.position======== 
[16:30:33.8602][85138][Info]: 5=====transform.position======== 
[16:30:33.8832][85140][Info]: 5=====transform.position======== 
[16:30:33.9152][85141][Info]: 5=====transform.position======== 
[16:30:33.9172][85141][Info]: 5=====transform.position======== 
[16:30:33.9412][85143][Info]: 3=====transform.position======== 
[16:30:33.9592][85145][Info]: 1=====transform.position======== 
[16:30:33.9782][85147][Info]: 0=====transform.position======== 
[16:30:48.5745][86619][Info]: 2=====transform.position======== 
[16:30:48.6015][86622][Info]: 4=====transform.position======== 
[16:30:48.6206][86624][Info]: 5=====transform.position======== 
[16:30:48.6396][86626][Info]: 5=====transform.position======== 
[16:30:48.6586][86628][Info]: 5=====transform.position======== 
[16:30:48.6786][86630][Info]: 5=====transform.position======== 
[16:30:48.7206][86632][Info]: 5=====transform.position======== 
[16:30:48.7206][86632][Info]: 5=====transform.position======== 
[16:30:48.7356][86633][Info]: 5=====transform.position======== 
[16:30:48.7636][86636][Info]: 5=====transform.position======== 
[16:30:48.7875][86638][Info]: 5=====transform.position======== 
[16:30:48.7975][86639][Info]: 5=====transform.position======== 
