[14:53:25.4542][1][Info]: enter Launch procedure 
[14:53:25.5642][1][Info]: ===>加载配置 
[14:53:27.1841][1][Info]: ===>开始解析BuffConfig 
[14:53:27.2022][1][Info]: <===解析BuffConfig完毕 
[14:53:27.2022][1][Info]: ===>开始解析SkillConfig 
[14:53:27.2471][1][Info]: <===解析SkillConfig完毕 
[14:53:27.2651][1][Info]: <===配置加载完毕 
[14:53:27.3701][2][Info]: enter Init Procedure 
[14:53:27.3911][2][Warn]: Not found awake system:<PlayerComponent> 
[14:53:30.3712][166][Info]: 登录 
[14:53:30.3712][166][Info]: 1001 
[14:53:30.3882][166][Info]: 大厅阶段 
[14:53:30.4532][167][Info]: Scene Add Entity, Current Count:1 
[14:53:34.0263][484][Info]: Scene Remove Entity, Current Count:0 
[14:53:34.0263][484][Info]: Scene Add Entity, Current Count:1 
[14:53:39.3302][1114][Info]: 2=====transform.position======== 
[14:53:39.3482][1116][Info]: 4=====transform.position======== 
[14:53:39.3641][1118][Info]: 5=====transform.position======== 
[14:53:39.3871][1121][Info]: 5=====transform.position======== 
[14:53:39.4091][1123][Info]: 5=====transform.position======== 
[14:53:39.4221][1124][Info]: 5=====transform.position======== 
[14:53:39.4451][1127][Info]: 5=====transform.position======== 
[14:53:39.4611][1129][Info]: 5=====transform.position======== 
[14:53:39.4851][1132][Info]: 5=====transform.position======== 
[14:53:39.5011][1134][Info]: 5=====transform.position======== 
[14:53:39.5251][1136][Info]: 5=====transform.position======== 
[14:53:39.5431][1138][Info]: 5=====transform.position======== 
[14:53:39.5711][1140][Info]: 5=====transform.position======== 
[14:53:39.5901][1141][Info]: 5=====transform.position======== 
[14:53:39.6041][1142][Info]: 5=====transform.position======== 
[14:53:39.6361][1144][Info]: 5=====transform.position======== 
[14:53:39.6361][1145][Info]: 5=====transform.position======== 
[14:53:39.6621][1147][Info]: 5=====transform.position======== 
[14:53:39.6850][1150][Info]: 5=====transform.position======== 
[14:53:39.7010][1152][Info]: 5=====transform.position======== 
[14:53:39.7268][1154][Info]: 5=====transform.position======== 
[14:53:39.7488][1156][Info]: 5=====transform.position======== 
[14:53:39.7668][1158][Info]: 5=====transform.position======== 
[14:53:39.7828][1160][Info]: 5=====transform.position======== 
[14:53:39.8078][1163][Info]: 5=====transform.position======== 
[14:53:39.8248][1165][Info]: 3=====transform.position======== 
[14:53:39.8478][1168][Info]: 1=====transform.position======== 
[14:53:39.8648][1170][Info]: 0=====transform.position======== 
[14:53:40.8414][1304][Info]: 2=====transform.position======== 
[14:53:40.8644][1307][Info]: 4=====transform.position======== 
[14:53:40.8884][1310][Info]: 5=====transform.position======== 
[14:53:40.9034][1312][Info]: 5=====transform.position======== 
[14:53:40.9264][1315][Info]: 5=====transform.position======== 
[14:53:40.9464][1317][Info]: 5=====transform.position======== 
[14:53:40.9674][1319][Info]: 5=====transform.position======== 
[14:53:40.9864][1321][Info]: 5=====transform.position======== 
[14:53:41.0034][1323][Info]: 5=====transform.position======== 
[14:53:41.0263][1326][Info]: 5=====transform.position======== 
[14:53:41.0423][1328][Info]: 5=====transform.position======== 
[14:53:41.0653][1331][Info]: 5=====transform.position======== 
[14:53:41.0813][1333][Info]: 5=====transform.position======== 
[14:53:41.1033][1336][Info]: 5=====transform.position======== 
[14:53:41.1263][1338][Info]: 5=====transform.position======== 
[14:53:41.1503][1340][Info]: 3=====transform.position======== 
[14:53:41.1673][1342][Info]: 1=====transform.position======== 
[14:53:41.1833][1344][Info]: 0=====transform.position======== 
[14:53:43.7031][1690][Info]: 2=====transform.position======== 
[14:53:43.7271][1693][Info]: 4=====transform.position======== 
[14:53:43.7431][1695][Info]: 5=====transform.position======== 
[14:53:43.7661][1698][Info]: 5=====transform.position======== 
[14:53:43.7861][1700][Info]: 5=====transform.position======== 
[14:53:43.8031][1702][Info]: 5=====transform.position======== 
[14:53:43.8251][1705][Info]: 5=====transform.position======== 
[14:53:43.8421][1707][Info]: 5=====transform.position======== 
[14:53:43.8690][1710][Info]: 5=====transform.position======== 
[14:53:43.8690][1711][Info]: 5=====transform.position======== 
[14:53:43.9060][1714][Info]: 5=====transform.position======== 
