[15:23:32.8677][1][Info]: enter Launch procedure 
[15:23:32.9876][1][Info]: ===>加载配置 
[15:23:34.8230][1][Info]: ===>开始解析BuffConfig 
[15:23:34.8230][1][Info]: <===解析BuffConfig完毕 
[15:23:34.8230][1][Info]: ===>开始解析SkillConfig 
[15:23:34.8570][1][Info]: <===解析SkillConfig完毕 
[15:23:34.8570][1][Info]: <===配置加载完毕 
[15:23:34.9915][2][Info]: enter Init Procedure 
[15:23:35.0125][2][Warn]: Not found awake system:<PlayerComponent> 
[15:23:37.7464][175][Info]: 登录 
[15:23:37.7464][175][Info]: 1001 
[15:23:37.7624][175][Info]: 大厅阶段 
[15:23:37.8284][176][Info]: Scene Add Entity, Current Count:1 
[15:23:40.8654][426][Info]: Scene Remove Entity, Current Count:0 
[15:23:40.8654][426][Info]: Scene Add Entity, Current Count:1 
[15:23:55.6494][1774][Info]: 2=====transform.position======== 
[15:23:55.6603][1775][Info]: 4=====transform.position======== 
[15:23:55.6883][1778][Info]: 5=====transform.position======== 
[15:23:55.7023][1779][Info]: 5=====transform.position======== 
[15:23:55.7473][1781][Info]: 3=====transform.position======== 
[15:23:55.7473][1781][Info]: 1=====transform.position======== 
[15:23:55.7673][1783][Info]: 0=====transform.position======== 
[15:24:06.3656][2844][Info]: 2=====transform.position======== 
[15:24:06.3826][2846][Info]: 4=====transform.position======== 
[15:24:06.4006][2848][Info]: 5=====transform.position======== 
[15:24:06.4266][2851][Info]: 5=====transform.position======== 
[15:24:06.4586][2852][Info]: 5=====transform.position======== 
[15:24:06.4736][2853][Info]: 5=====transform.position======== 
[15:24:06.4846][2854][Info]: 5=====transform.position======== 
[15:24:06.5046][2856][Info]: 5=====transform.position======== 
[15:24:06.5286][2858][Info]: 5=====transform.position======== 
[15:24:06.5468][2860][Info]: 5=====transform.position======== 
[15:24:06.5658][2862][Info]: 5=====transform.position======== 
[15:24:06.5848][2864][Info]: 5=====transform.position======== 
[15:24:06.6168][2865][Info]: 5=====transform.position======== 
[15:24:06.6308][2866][Info]: 5=====transform.position======== 
[15:24:06.6408][2867][Info]: 5=====transform.position======== 
[15:24:06.6618][2869][Info]: 5=====transform.position======== 
[15:24:06.6878][2872][Info]: 5=====transform.position======== 
[15:24:06.7067][2874][Info]: 5=====transform.position======== 
[15:24:06.7207][2875][Info]: 5=====transform.position======== 
[15:24:06.7407][2877][Info]: 5=====transform.position======== 
[15:24:06.7727][2878][Info]: 5=====transform.position======== 
[15:24:06.7877][2879][Info]: 5=====transform.position======== 
[15:24:06.8077][2881][Info]: 5=====transform.position======== 
[15:24:06.8257][2883][Info]: 5=====transform.position======== 
[15:24:06.8437][2885][Info]: 5=====transform.position======== 
[15:24:06.8637][2887][Info]: 5=====transform.position======== 
[15:24:06.8837][2889][Info]: 5=====transform.position======== 
[15:24:06.9277][2891][Info]: 5=====transform.position======== 
[15:24:06.9277][2891][Info]: 5=====transform.position======== 
[15:24:06.9487][2892][Info]: 5=====transform.position======== 
[15:24:06.9487][2893][Info]: 5=====transform.position======== 
[15:24:06.9817][2895][Info]: 5=====transform.position======== 
[15:24:07.0095][2898][Info]: 5=====transform.position======== 
[15:24:07.0095][2899][Info]: 5=====transform.position======== 
[15:24:07.0405][2901][Info]: 5=====transform.position======== 
[15:24:07.0835][2903][Info]: 5=====transform.position======== 
[15:24:07.0835][2903][Info]: 5=====transform.position======== 
[15:24:07.1075][2905][Info]: 5=====transform.position======== 
[15:24:07.1255][2907][Info]: 5=====transform.position======== 
[15:24:07.1504][2909][Info]: 5=====transform.position======== 
[15:24:07.1674][2910][Info]: 5=====transform.position======== 
[15:24:07.1835][2911][Info]: 5=====transform.position======== 
[15:24:07.2245][2913][Info]: 5=====transform.position======== 
[15:24:07.2245][2913][Info]: 5=====transform.position======== 
[15:24:07.2585][2914][Info]: 5=====transform.position======== 
[15:24:07.2745][2915][Info]: 5=====transform.position======== 
[15:24:07.2846][2916][Info]: 5=====transform.position======== 
[15:24:07.3056][2918][Info]: 5=====transform.position======== 
[15:24:07.3256][2920][Info]: 5=====transform.position======== 
[15:24:07.3515][2922][Info]: 5=====transform.position======== 
[15:24:07.3605][2923][Info]: 5=====transform.position======== 
[15:24:07.3945][2924][Info]: 5=====transform.position======== 
[15:24:07.4095][2925][Info]: 5=====transform.position======== 
[15:24:07.4205][2926][Info]: 5=====transform.position======== 
[15:24:07.4409][2928][Info]: 5=====transform.position======== 
[15:24:07.4609][2930][Info]: 5=====transform.position======== 
[15:24:07.4800][2932][Info]: 5=====transform.position======== 
[15:24:07.5049][2935][Info]: 5=====transform.position======== 
[15:24:07.5475][2937][Info]: 5=====transform.position======== 
[15:24:07.5475][2937][Info]: 5=====transform.position======== 
[15:24:07.5685][2938][Info]: 5=====transform.position======== 
[15:24:07.5875][2940][Info]: 5=====transform.position======== 
[15:24:07.6065][2942][Info]: 5=====transform.position======== 
[15:24:07.6250][2944][Info]: 5=====transform.position======== 
[15:24:07.6446][2946][Info]: 5=====transform.position======== 
[15:24:07.6636][2948][Info]: 5=====transform.position======== 
[15:24:07.7066][2950][Info]: 5=====transform.position======== 
[15:24:07.7066][2950][Info]: 5=====transform.position======== 
[15:24:07.7226][2951][Info]: 5=====transform.position======== 
[15:24:07.7446][2953][Info]: 5=====transform.position======== 
[15:24:07.7685][2955][Info]: 5=====transform.position======== 
[15:24:07.7875][2957][Info]: 5=====transform.position======== 
[15:24:07.8075][2959][Info]: 5=====transform.position======== 
[15:24:07.8265][2961][Info]: 5=====transform.position======== 
[15:24:07.8615][2962][Info]: 5=====transform.position======== 
[15:24:07.8615][2962][Info]: 5=====transform.position======== 
[15:24:07.8875][2964][Info]: 5=====transform.position======== 
[15:24:07.9075][2966][Info]: 3=====transform.position======== 
[15:24:07.9275][2968][Info]: 1=====transform.position======== 
[15:24:07.9475][2970][Info]: 0=====transform.position======== 
