[13:57:17.7470][1][Info]: enter Launch procedure 
[13:57:17.9840][1][Info]: ===>加载配置 
[13:57:20.3997][1][Info]: ===>开始解析BuffConfig 
[13:57:20.4147][1][Info]: <===解析BuffConfig完毕 
[13:57:20.4177][1][Info]: ===>开始解析SkillConfig 
[13:57:20.4427][1][Info]: <===解析SkillConfig完毕 
[13:57:20.4597][1][Info]: <===配置加载完毕 
[13:57:20.6326][2][Info]: enter Init Procedure 
[13:57:20.6576][2][Warn]: Not found awake system:<PlayerComponent> 
[13:57:25.5435][371][Info]: 登录 
[13:57:25.5675][371][Info]: 1001 
[13:57:25.5795][371][Info]: 大厅阶段 
[13:57:25.6834][372][Info]: Scene Add Entity, Current Count:1 
[13:57:30.9843][810][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:30.9843][810][Info]: Scene Remove Entity, Current Count:0 
[13:57:30.9843][810][Info]: Scene Add Entity, Current Count:1 
[13:57:31.1527][811][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.3027][812][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.4187][813][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.4417][814][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.4547][815][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.4647][816][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.4647][817][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.4807][818][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.4807][819][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.4986][820][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.4986][821][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.5206][822][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.5326][823][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.5416][824][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.5416][825][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.5586][826][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.5586][827][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.5806][828][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.5906][829][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.5906][830][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.6076][831][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.6076][832][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.6256][833][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.6256][834][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.6416][835][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.6506][836][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.6506][837][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.6726][838][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.6866][839][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.6866][840][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.7046][841][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.7126][842][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.7126][843][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.7316][844][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.7316][845][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.7496][846][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.7496][847][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.7676][848][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.7805][849][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.7805][850][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.7986][851][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.8065][852][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.8065][853][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.8285][854][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.8415][855][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.8415][856][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.8585][857][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.8585][858][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.8765][859][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.8855][860][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.8855][861][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.9015][862][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.9015][863][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.9195][864][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.9195][865][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.9365][866][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.9365][867][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.9545][868][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.9625][869][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.9625][870][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:31.9885][871][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.0015][872][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.0105][873][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.0105][874][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.0285][875][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.0285][876][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.0475][877][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.0475][878][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.0635][879][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.0635][880][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.0804][881][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.0884][882][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.0884][883][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.1054][884][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.1054][885][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.1224][886][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.1354][887][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.1354][888][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.1574][889][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.1664][890][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.1664][891][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.1884][892][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.1974][893][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.1974][894][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.2164][895][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.2164][896][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.2354][897][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.2444][898][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.2444][899][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.2634][900][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.2634][901][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.2864][902][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.2984][903][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.3084][904][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.3084][905][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.3274][906][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.3274][907][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.3474][908][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.3554][909][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.3554][910][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.3784][911][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.3944][912][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.4043][913][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.4043][914][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.4233][915][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.4373][916][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
[13:57:32.4503][917][Info]: (0.00, 0.00, 0.00)=======inputDirection============ 
